"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "YAML", "Ignore", "Docker", "TypeScript", "TypeScript React", "SCSS", "CSS", "HTML", "comment", "blank", "total"
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ButtonIconCycle.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ButtonIconSelect.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 1, 2, 34
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ButtonSelect.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 2, 32
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Card.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 9, 54
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Card.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/CheckboxItem.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 18, 90
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/CheckboxItem.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 3, 28
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/CollabButton.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 4, 31
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/CollabButton.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 4, 41
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ColorPicker.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 1, 44, 251
